,id,listing_url,name,prop_type,room_type,bed_type,min_nights,max_nights,cancel_pol,accommodates,bedrooms,beds,no_of_reviews,bathrooms,price,cleaning_fee,extra_ppl,guests_incl,picture_url,review_sc_rtg,host_id,host_name,host_resp_time,host_resp_rate,host_super_host,host_id_verified,amenities,addr_loctype,addr_longitude,addr_latitude,addr_loc_exact,addr_street,addr_govt_area,addr_country,avail_30,avail_60,avail_90,avail_365
1915,20121488,https://www.airbnb.com/rooms/20121488,"Large, Sunny 2BR/2BA Penthouse, Great Beach",Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,4,0,2.0,180.0,125.0,0.0,1.0,https://a0.muscache.com/im/pictures/974a3840-7a42-4f1d-b8b8-65d84339257e.jpg?aki_policy=large,0,9597221,William,within a few hours,100,No,No," Accessible-height bed,Accessible-height toilet,Air conditioning,BBQ grill,Bathtub,Beach essentials,Bed linens,Cable TV,Carbon monoxide detector,Children’s books and toys,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,Flat path to front door,Free parking on premises,Free street parking,Hair dryer,Hangers,Hot water,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Microwave,Oven,Patio or balcony,Pool,Private entrance,Refrigerator,Safety card,Self check-in,Shampoo,Single level home,Smoke detector,Step-free access,Step-free access,Step-free access,Step-free access,Stove,TV,Washer,Well-lit path to entrance,Wide clearance to bed,Wide doorway,Wide doorway,Wide entryway,Wifi,",Point,-156.44588,20.71496,Yes,"Kihei, HI, United States",Kihei-Makena,United States,1,3,4,99
1916,20061602,https://www.airbnb.com/rooms/20061602,1min MTR@尖沙咀舒适5人房 Supreme Family Room for 5ppl,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,5,1,5,31,1.0,604.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/16483c76-29ac-4680-86bd-6fa1f812d977.jpg?aki_policy=large,88,127547159,Jennifer,within a few hours,64,No,Yes," Air conditioning,Elevator,Essentials,Family/kid friendly,Hair dryer,Heating,Lock on bedroom door,Shampoo,Suitable for events,TV,Wifi,",Point,114.17175,22.29778,Yes,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Hong Kong,9,9,9,9
1917,20172538,https://www.airbnb.com/rooms/20172538,Upscale condo on St Hubert & Jarry,Condominium,Entire home/apt,Real Bed,180,1125,moderate,4,2,2,3,1.0,43.0,0.0,27.0,4.0,https://a0.muscache.com/im/pictures/1705b2e0-b681-441b-86ab-83965e31ca54.jpg?aki_policy=large,87,55205653,M Gil,within an hour,100,No,No," Air conditioning,Bathtub,Carbon monoxide detector,Dryer,Essentials,First aid kit,Free parking on premises,Hair dryer,Hangers,Heating,Iron,Kitchen,Pets allowed,Private entrance,Shampoo,Smoke detector,TV,Washer,Wifi,",Point,-73.62396,45.54508,Yes,"Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Canada,29,59,89,269
1918,2019384,https://www.airbnb.com/rooms/2019384,Chic & Fashion. EIXAMPLE.,Apartment,Entire home/apt,Real Bed,3,300,flexible,2,1,1,99,1.0,53.0,35.0,0.0,1.0,https://a0.muscache.com/im/pictures/28495259/7dad0655_original.jpg?aki_policy=large,86,3039107,Manuel,within an hour,100,No,Yes," Air conditioning,Building staff,Coffee maker,Cooking basics,Crib,Dishes and silverware,Dryer,Essentials,Family/kid friendly,Hair dryer,Hangers,Heating,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Microwave,Oven,Pack ’n Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Refrigerator,Self check-in,Shampoo,Smoke detector,Stove,TV,Washer,Wifi,",Point,2.15994,41.39379,Yes,"Barcelona, Barcelona, Spain",la Dreta de l'Eixample,Spain,9,22,44,306
1919,20127052,https://www.airbnb.com/rooms/20127052,huge room in trendy Erskineville. 5 mins to city,House,Private room,Real Bed,25,35,strict_14_with_grace_period,1,1,1,0,1.0,48.0,25.0,20.0,1.0,https://a0.muscache.com/im/pictures/babbf18f-ebba-4b5e-86cf-8f6c253d5d6b.jpg?aki_policy=large,0,78550328,Tzu Yun,Not Specified,0,No,No," Fire extinguisher,Heating,Kitchen,Laptop friendly workspace,Lock on bedroom door,Smoke detector,Washer,Wifi,",Point,151.186,-33.90095,Yes,"Erskineville, NSW, Australia",Sydney,Australia,0,0,0,0
1920,2015101,https://www.airbnb.com/rooms/2015101,SOUS LOCATION 2 ET DEMI BIEN SITUE,Apartment,Entire home/apt,Real Bed,30,90,moderate,4,1,2,0,1.0,38.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/c6b9dc1b-e547-4abb-8786-2c5d24bba0a0.jpg?aki_policy=large,0,10102604,Cedric,Not Specified,0,No,No," Buzzer/wireless intercom,Elevator,Heating,Internet,Kitchen,Suitable for events,Wifi,",Point,-73.56798,45.51914,Yes,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Canada,0,0,0,0
1921,20116519,https://www.airbnb.com/rooms/20116519,"Linda Vista na Reserva, Barra da Tijuca",Apartment,Entire home/apt,Real Bed,3,1125,moderate,6,2,4,44,2.0,149.0,150.0,0.0,1.0,https://a0.muscache.com/im/pictures/d881f69a-64b7-457e-a5e4-051b2285c90a.jpg?aki_policy=large,94,69109593,Cassio,within an hour,100,Yes,No," Air conditioning,Beach essentials,Beachfront,Bed linens,Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Dryer,Elevator,Essentials,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,Free parking on premises,Free street parking,Gym,Hair dryer,Hangers,Hot water,Iron,Kitchen,Lake access,Laptop friendly workspace,Lockbox,Long term stays allowed,Microwave,Oven,Pool,Refrigerator,Room-darkening shades,Self check-in,Shampoo,Smoke detector,Stove,TV,Washer,Waterfront,Wifi,",Point,-43.428102518509476,-23.00884822358248,Yes,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Brazil,10,40,70,70
1922,20088277,https://www.airbnb.com/rooms/20088277,"Orange Room -Bonjardim Guest House, Downtown Porto",Guesthouse,Private room,Real Bed,3,1124,moderate,3,1,2,14,1.0,30.0,15.0,6.0,2.0,https://a0.muscache.com/im/pictures/8fb63b18-3221-492d-a02e-8c389f78e338.jpg?aki_policy=large,87,142065124,Manuel,within an hour,100,No,No," Bed linens,Coffee maker,Cooking basics,Dishes and silverware,Essentials,Fire extinguisher,First aid kit,Hair dryer,Hangers,Heating,Host greets you,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Microwave,Oven,Pack ’n Play/travel crib,Patio or balcony,Refrigerator,Safety card,Shampoo,Stove,Washer,Wifi,",Point,-8.60791,41.15846,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,18,37,64,193
1923,20081484,https://www.airbnb.com/rooms/20081484,Wyndham Kona Hawaiian Resort - Two Bedroom Condo WVR,Resort,Entire home/apt,Real Bed,2,90,moderate,6,2,2,3,2.0,321.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/ee71839d-5edc-4d40-9c87-93d62f67dae0.jpg?aki_policy=large,100,141749210,VacayHome Connect,within an hour,98,No,No," BBQ grill,Bicycle,Cooking basics,DVD player,Dishes and silverware,Dishwasher,Dryer,Fax machine,Free parking on premises,Full kitchen,Hair dryer,Iron,Microwave,Oven,Patio or balcony,Pool,Refrigerator,Safe,Stove,TV,Washer,Wifi,",Point,-155.98602,19.62554,No,"Kailua Kona, HI, United States",North Kona,United States,0,0,0,0
1924,20080108,https://www.airbnb.com/rooms/20080108,"Kaha Lani Resort #311, Great Ocean and Sunrise Views, Steps to Sandy Beach",Condominium,Entire home/apt,Real Bed,4,179,super_strict_60,4,1,2,1,1.5,229.0,215.0,0.0,4.0,https://a0.muscache.com/im/pictures/9ff8ed51-80ad-44a6-80ea-cf644e11bd2c.jpg?aki_policy=large,60,98570220,Garden Island Properties,within an hour,100,No,No," Bathtub,Cable TV,Essentials,Free parking on premises,Hair dryer,Hangers,Iron,Kitchen,Laptop friendly workspace,Pool,Private entrance,Smoke detector,TV,Wifi,",Point,-159.33724,22.03463,No,"Lihue, HI, United States",Lihue,United States,1,14,44,308
1925,20159382,https://www.airbnb.com/rooms/20159382,Wan Chai Room in Flat Share (MH2a),Apartment,Private room,Real Bed,31,1125,flexible,1,1,1,0,1.0,188.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/140c5f45-f553-460a-a80f-455c6d6338fe.jpg?aki_policy=large,0,67709885,Morgan,within a day,64,No,No," Air conditioning,Dryer,Elevator,Hangers,Iron,Kitchen,Washer,Wifi,",Point,114.17907,22.27862,Yes,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Hong Kong,29,59,89,179
1926,20071164,https://www.airbnb.com/rooms/20071164,CHIC & MODERN APT: CLOSE TO SHOPS AND METRO,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,33,1.0,40.0,68.0,0.0,2.0,https://a0.muscache.com/im/pictures/d859fba0-f497-471a-bad7-7d061146370e.jpg?aki_policy=large,88,3055562,Ian,within an hour,100,No,No," Carbon monoxide detector,Dryer,Essentials,Family/kid friendly,Hair dryer,Hangers,Heating,Internet,Kitchen,Laptop friendly workspace,Shampoo,Smoke detector,TV,Washer,Wifi,",Point,-73.63793,45.48789,Yes,"Montréal, Canada",Côte-des-Neiges-Notre-Dame-de-Grâce,Canada,20,50,75,350
1927,20164905,https://www.airbnb.com/rooms/20164905,Beautiful 1 bedroom in the heart of Montreal,Serviced apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,3,1,2,2,1.0,85.0,250.0,10.0,2.0,https://a0.muscache.com/im/pictures/e0116b77-f414-480a-ba3b-4982c51d8be9.jpg?aki_policy=large,100,66881070,Remi,within a day,60,No,No," Air conditioning,Bathtub,Bed linens,Building staff,Cable TV,Carbon monoxide detector,Cat(s),Coffee maker,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dog(s),Dryer,Elevator,Essentials,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,First aid kit,Gym,Hair dryer,Hangers,Heating,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Pack ’n Play/travel crib,Paid parking on premises,Pets allowed,Pets live on this property,Pool,Private living room,Refrigerator,Room-darkening shades,Self check-in,Shampoo,Smoke detector,Stove,TV,Washer,Wifi,",Point,-73.5763,45.50964,Yes,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Canada,30,60,90,365
1928,20188349,https://www.airbnb.com/rooms/20188349,Cedofeita Light Apartment (N42),Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,7,1.0,50.0,27.0,0.0,2.0,https://a0.muscache.com/im/pictures/195b08e8-9cdc-4cef-b7da-0034a0bb90d5.jpg?aki_policy=large,91,143701949,BmyGuest Short Term Rental - Pedro,within an hour,100,No,No," 24-hour check-in,Air conditioning,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Essentials,Fire extinguisher,First aid kit,Hair dryer,Hangers,Heating,Host greets you,Hot water,Internet,Iron,Kitchen,Microwave,Oven,Pack ’n Play/travel crib,Refrigerator,Shampoo,Stove,Wifi,",Point,-8.61602,41.14783,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,28,58,88,363
1929,20071436,https://www.airbnb.com/rooms/20071436,"Modern & Quiet 2 bedroom house, patio&views!",House,Private room,Real Bed,3,90,moderate,4,2,3,20,1.0,69.0,30.0,20.0,2.0,https://a0.muscache.com/im/pictures/aa2378ae-3a7c-47bf-b3e3-f5a6238c2045.jpg?aki_policy=large,98,9513234,Koen,within a day,100,No,Yes," Air conditioning,Bed linens,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Garden or backyard,Hangers,Heating,Hot water,Iron,Kitchen,Laptop friendly workspace,Microwave,Oven,Patio or balcony,Private entrance,Private living room,Refrigerator,Shampoo,Washer,Wifi,",Point,2.13675,41.41756,No,"Barcelona, Catalunya, Spain",Vallcarca i els Penitents,Spain,20,21,21,82
1930,20154076,https://www.airbnb.com/rooms/20154076,Modern apt - Fully Renovated - Couples or Family,Loft,Entire home/apt,Real Bed,2,8,strict_14_with_grace_period,3,2,2,6,1.0,191.0,50.0,0.0,1.0,https://a0.muscache.com/im/pictures/ff6a11fd-c683-4233-a552-a23d9ad0750d.jpg?aki_policy=large,100,16641261,Sarah,within an hour,100,No,Yes," Children’s books and toys,Crib,Essentials,Family/kid friendly,Free street parking,Hair dryer,Hangers,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Other,Smoke detector,TV,Washer,Wifi,",Point,-73.63463,45.54477,Yes,"Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Canada,29,59,89,179
1931,20112687,https://www.airbnb.com/rooms/20112687,Awesome Privat Room+Privat bathroom in Bushwick,Apartment,Private room,Real Bed,7,14,flexible,1,1,1,0,1.0,50.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/81709744-44d1-430a-b28d-2096082b81dc.jpg?aki_policy=large,0,41861163,Vivian,Not Specified,0,No,No," Essentials,Hair dryer,Hangers,Heating,Host greets you,Hot water,Kitchen,Lock on bedroom door,Private living room,Safety card,Smoke detector,Wifi,",Point,-73.90959,40.69521,Yes,"Brooklyn, NY, United States",Bushwick,United States,0,0,0,0
1932,20135359,https://www.airbnb.com/rooms/20135359,Chambre dans bel appartement du plateau Mont Royal,Apartment,Private room,Real Bed,6,1125,strict_14_with_grace_period,1,1,1,1,1.0,35.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/180d048b-8967-4f89-ab47-8062b01e5a1f.jpg?aki_policy=large,100,27861043,Clément,Not Specified,0,No,Yes," Dryer,Essentials,Hair dryer,Heating,Iron,Kitchen,Laptop friendly workspace,Private living room,Shampoo,Washer,Wifi,",Point,-73.58201,45.52983,No,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Canada,0,0,0,0
1933,20180729,https://www.airbnb.com/rooms/20180729,Private Double Room with a private bathroom,Apartment,Private room,Real Bed,1,4,moderate,2,1,1,0,1.0,79.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/b273e724-ecf6-444e-8445-23c818068ba1.jpg?aki_policy=large,0,280987,Zeynep Dilara,Not Specified,0,No,No," Essentials,Wifi,",Point,29.10924,40.97579,No,"Ataşehir, İstanbul, Turkey",Atasehir,Turkey,0,0,0,0
1934,20181414,https://www.airbnb.com/rooms/20181414,Guest Room;Diamond Head/Kaimuki;Comfortable/clean,House,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1,1,23,1.0,75.0,75.0,50.0,2.0,https://a0.muscache.com/im/pictures/0fbd3df8-6b0c-43cb-8a47-def89f7547aa.jpg?aki_policy=large,98,23381960,Ai,within an hour,100,No,Yes," Air conditioning,Bed linens,Coffee maker,Cooking basics,Dishes and silverware,Dryer,Essentials,Extra pillows and blankets,Fire extinguisher,Free parking on premises,Free street parking,Hair dryer,Hangers,Hot water,Iron,Keypad,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Refrigerator,Self check-in,Shampoo,Single level home,Smoke detector,Stove,TV,Washer,Well-lit path to entrance,Wifi,",Point,-157.80702,21.276,No,"Honolulu, HI, United States",Primary Urban Center,United States,18,18,24,299
1935,20157105,https://www.airbnb.com/rooms/20157105,"Cozy Apartement in Wan Chai, directly next to MTR",Apartment,Entire home/apt,Real Bed,2,1125,flexible,5,2,3,2,1.0,754.0,200.0,0.0,1.0,https://a0.muscache.com/im/pictures/e41d59a6-243b-4a29-b744-bc9a28a5b49e.jpg?aki_policy=large,90,39728301,Elisabeth,Not Specified,0,No,Yes," Air conditioning,Elevator,Essentials,Hangers,Hot water,Iron,Kitchen,Laptop friendly workspace,Other,Washer,Wifi,",Point,114.1722,22.278,Yes,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Hong Kong,0,0,0,0
1936,20275670,https://www.airbnb.com/rooms/20275670,Amazing Studio step away from Time Square/53C,Apartment,Entire home/apt,Real Bed,30,360,moderate,2,0,1,2,1.0,120.0,150.0,0.0,1.0,https://a0.muscache.com/im/pictures/44b91773-5e98-4e61-8d05-30af969aeccd.jpg?aki_policy=large,100,48146336,Irina,within an hour,98,Yes,No," Air conditioning,Bed linens,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Elevator,Essentials,Extra pillows and blankets,Fire extinguisher,Hair dryer,Hangers,Heating,Host greets you,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Refrigerator,Shampoo,Smoke detector,Stove,TV,Wifi,",Point,-73.99388,40.76152,Yes,"New York, NY, United States",Hell's Kitchen,United States,6,11,41,316
1937,20240485,https://www.airbnb.com/rooms/20240485,"Lovely room close to beach,15 min center",Apartment,Private room,Real Bed,1,30,flexible,1,1,1,0,1.0,32.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/fccce935-a65a-450e-8b6e-9d759aa9b595.jpg?aki_policy=large,0,25988696,Sergi,within an hour,100,No,No," Essentials,First aid kit,Hair dryer,Host greets you,Hot water,Kitchen,Shampoo,Smoking allowed,TV,Washer,Wifi,",Point,2.20377,41.42283,Yes,"Barcelona, Catalunya, Spain",la Verneda i la Pau,Spain,0,0,0,0
1938,20211255,https://www.airbnb.com/rooms/20211255,Chambre dans grand appartement- (3 roommates),Apartment,Entire home/apt,Real Bed,7,20,moderate,1,1,1,1,1.0,35.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/74b0c0a3-f4f1-489f-8e36-db4ce9c141a2.jpg?aki_policy=large,100,42352191,Laura,Not Specified,0,No,Yes," Essentials,Hangers,Kitchen,Wifi,",Point,-73.60834,45.53653,Yes,"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Canada,0,0,0,0
1939,20286842,https://www.airbnb.com/rooms/20286842,Tootsie's Hideaway,Guest suite,Entire home/apt,Real Bed,3,62,strict_14_with_grace_period,2,1,1,37,1.0,80.0,75.0,0.0,2.0,https://a0.muscache.com/im/pictures/52933d3c-1533-40fd-b275-c960ede982f5.jpg?aki_policy=large,99,9951576,Marie Fellenstein,within an hour,100,Yes,Yes," Bed linens,Dishes and silverware,Essentials,Extra pillows and blankets,First aid kit,Free parking on premises,Free street parking,Garden or backyard,Hair dryer,Hangers,Hot water,Iron,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Microwave,Other,Patio or balcony,Private entrance,Refrigerator,Safety card,Shampoo,Smoke detector,Wifi,",Point,-155.67752,20.02624,Yes,"Waimea, HI, United States",South Kohala,United States,9,36,60,145
1940,2034021,https://www.airbnb.com/rooms/2034021,Penthouse apartment to rent in Rio,Apartment,Entire home/apt,Real Bed,6,31,moderate,4,1,1,0,1.0,1119.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/28077502/b6ad4389_original.jpg?aki_policy=large,0,10441005,Nina,Not Specified,0,No,No," Air conditioning,Doorman,Elevator,Family/kid friendly,Internet,Kitchen,Pets allowed,Smoking allowed,Washer,Wifi,",Point,-43.18226159855448,-22.936218406687715,Yes,"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Brazil,0,0,0,0
1941,20206764,https://www.airbnb.com/rooms/20206764,Awesome 2-storey home Bronte Beach next to Bondi!,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,11,4,6,36,2.0,355.0,95.0,80.0,2.0,https://a0.muscache.com/im/pictures/c96b2087-08d1-453e-a6a0-d14f462b80d0.jpg?aki_policy=large,99,10462547,Sacha,within an hour,100,No,Yes," Air conditioning,BBQ grill,Baby bath,Baby monitor,Bathtub,Bed linens,Carbon monoxide detector,Changing table,Children’s books and toys,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dryer,Essentials,Extra pillows and blankets,Fire extinguisher,First aid kit,Free street parking,Hair dryer,Hangers,Heating,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Patio or balcony,Pets allowed,Private living room,Refrigerator,Room-darkening shades,Self check-in,Shampoo,Smoke detector,Stair gates,Stove,TV,Washer,Wifi,",Point,151.2639,-33.89884,No,"Bronte, NSW, Australia",Waverley,Australia,0,5,35,308
1942,20309202,https://www.airbnb.com/rooms/20309202,Private Bedroom w River View in Downtown Manhattan,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1,1,3,1.0,90.0,30.0,0.0,1.0,https://a0.muscache.com/im/pictures/658f2557-9543-45df-812c-4889284d77be.jpg?aki_policy=large,93,10196765,Xiaomin,within a day,100,No,Yes," Air conditioning,Dryer,Elevator,Essentials,Hair dryer,Hangers,Heating,Host greets you,Iron,Kitchen,Laptop friendly workspace,Private living room,Shampoo,Smoke detector,Washer,Wifi,",Point,-74.01722,40.71035,Yes,"New York, NY, United States",Battery Park City,United States,0,0,0,0
1943,20353402,https://www.airbnb.com/rooms/20353402,Lovely 2bed/3bath in the heart of Eixample,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2,2,53,3.0,75.0,65.0,0.0,5.0,https://a0.muscache.com/im/pictures/f644bff6-1be4-4040-b10e-96a2e6f15433.jpg?aki_policy=large,93,140007238,Oscar,within an hour,100,No,No," Air conditioning,Bed linens,Coffee maker,Cooking basics,Dishes and silverware,Elevator,Essentials,Family/kid friendly,Hair dryer,Hangers,Heating,Host greets you,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Microwave,Refrigerator,Shampoo,Stove,TV,Washer,Wifi,",Point,2.17156,41.39427,Yes,"Barcelona, Catalunya, Spain",la Dreta de l'Eixample,Spain,13,29,50,238
1944,20503770,https://www.airbnb.com/rooms/20503770,2021 Kapalua Ridge. Platinum level villa with sweeping ocean views and elegant remodeled interiors.,Condominium,Entire home/apt,Real Bed,7,90,super_strict_30,4,1,1,7,2.0,312.0,209.0,0.0,2.0,https://a0.muscache.com/im/pictures/dafaedf7-6268-4c9a-af9a-895e7f8f2e8c.jpg?aki_policy=large,100,124581034,Ridge Realty,within an hour,100,Yes,No," Air conditioning,Cable TV,Dryer,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free parking on premises,Kitchen,Pool,Shampoo,Smoke detector,TV,Washer,Wifi,",Point,-156.66025,21.00239,No,"Lahaina, HI, United States",Lahaina,United States,5,34,48,250
1945,20450522,https://www.airbnb.com/rooms/20450522,"Authentic Stay, Breiner GreenHouse",Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,2,3,48,2.0,50.0,30.0,25.0,2.0,https://a0.muscache.com/im/pictures/0b2ecf33-b6f1-4699-b602-1b10c4df8aa2.jpg?aki_policy=large,97,33634570,Filipe,within an hour,100,Yes,No," Accessible-height bed,Accessible-height toilet,Baby bath,Babysitter recommendations,Bed linens,Cable TV,Carbon monoxide detector,Changing table,Children’s dinnerware,Coffee maker,Cooking basics,Crib,Dishes and silverware,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,First aid kit,Flat path to front door,Free street parking,Hair dryer,Handheld shower head,Hangers,Heating,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Lockbox,Long term stays allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Paid parking off premises,Refrigerator,Room-darkening shades,Self check-in,Shampoo,Smoke detector,Step-free access,Step-free access,Step-free access,Stove,TV,Table corner guards,Washer,Well-lit path to entrance,Wide clearance to bed,Wide clearance to shower,Wide doorway,Wide doorway,Wide doorway,Wide entryway,Wide hallway clearance,Wifi,toilet,",Point,-8.61922,41.15211,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,16,38,63,335
1946,20517090,https://www.airbnb.com/rooms/20517090,Deslumbrante apartamento na AV.Atlantica,Apartment,Entire home/apt,Real Bed,3,20,flexible,6,3,3,0,2.5,6002.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/524b5eaa-3d97-4578-b1bb-ddab1d5e64a8.jpg?aki_policy=large,0,15129528,Simone,within a few hours,60,No,No," ,",Point,-43.187812921418406,-22.974942892683316,Yes,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Brazil,27,57,87,362
1947,20530202,https://www.airbnb.com/rooms/20530202,Flats4Rent Ribeira Historic Apartment 31,Apartment,Entire home/apt,Real Bed,2,548,strict_14_with_grace_period,3,1,2,0,1.0,59.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/c5a466dc-f41a-4818-b01b-e67154671cd9.jpg?aki_policy=large,0,146581775,Flats4Rent,within an hour,100,No,No," Bed linens,Cable TV,Cooking basics,Fire extinguisher,First aid kit,Free parking on premises,Hair dryer,Heating,Kitchen,Long term stays allowed,Microwave,Patio or balcony,Refrigerator,Stove,TV,Wifi,",Point,-8.61555,41.14226,No,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,16,24,33,267
1948,20522971,https://www.airbnb.com/rooms/20522971,Bright Two Bedroom with Outdoor Space,Condominium,Entire home/apt,Real Bed,30,1125,moderate,6,2,3,6,1.0,219.0,125.0,25.0,5.0,https://a0.muscache.com/im/pictures/b058bf4f-69e9-4fb0-aa2e-92327b1eecfa.jpg?aki_policy=large,100,104238268,Kory,within an hour,100,No,No," Air conditioning,Carbon monoxide detector,Essentials,Family/kid friendly,Fire extinguisher,Free street parking,Hair dryer,Hangers,Heating,Host greets you,Hot water,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Safety card,Shampoo,Smoke detector,TV,Wifi,",Point,-73.94606,40.814,Yes,"New York, NY, United States",Harlem,United States,29,59,88,88
1949,20241972,https://www.airbnb.com/rooms/20241972,"Austin MTR 30sec, near Tsim Sha Tsui! [Free wifi]",Apartment,Entire home/apt,Real Bed,2,60,strict_14_with_grace_period,5,1,3,12,1.0,871.0,100.0,150.0,2.0,https://a0.muscache.com/im/pictures/1cb9689a-cf68-4f28-81f7-0ff7bb6954a2.jpg?aki_policy=large,98,135369233,Anita,Not Specified,0,No,No," Air conditioning,Bathtub,Cooking basics,Dishes and silverware,Elevator,Essentials,Family/kid friendly,First aid kit,Hair dryer,Hangers,Host greets you,Hot water,Iron,Kitchen,Microwave,Private entrance,Refrigerator,Room-darkening shades,Shampoo,Stove,TV,Washer,Wifi,",Point,114.16702,22.30654,Yes,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Hong Kong,0,0,0,0
1950,20521331,https://www.airbnb.com/rooms/20521331,Friend's House,Apartment,Private room,Real Bed,1,3,flexible,1,1,1,1,1.0,20.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/b9804c03-8348-4ddb-8d7e-b21268aefd34.jpg?aki_policy=large,100,50125900,Roberto,Not Specified,0,No,No," Elevator,Essentials,Heating,Kitchen,Lock on bedroom door,Private living room,Washer,Wifi,",Point,-8.59635,41.19059,No,"Pedrouços, Porto, Portugal",São Mamede de Infesta e Senhora da Hora,Portugal,0,0,0,2
